"Gene_Symbol"	"METHY_BRCA_BETA"	"METHY_BRCA_CHR"	"METHY_BRCA_START"	"METHY_BRCA_END"	"METHY_GBM_BETA"	"METHY_GBM_CHR"	"METHY_GBM_START"	"METHY_GBM_END"	"METHY_OV_BETA"	"METHY_OV_CHR"	"METHY_OV_START"	"METHY_OV_END"	"METHY_LUAD_BETA"	"METHY_LUAD_CHR"	"METHY_LUAD_START"	"METHY_LUAD_END"	"METHY_UCEC_BETA"	"METHY_UCEC_CHR"	"METHY_UCEC_START"	"METHY_UCEC_END"	"METHY_KIRC_BETA"	"METHY_KIRC_CHR"	"METHY_KIRC_START"	"METHY_KIRC_END"	"METHY_LUSC_BETA"	"METHY_LUSC_CHR"	"METHY_LUSC_START"	"METHY_LUSC_END"	"METHY_COAD_BETA"	"METHY_COAD_CHR"	"METHY_COAD_START"	"METHY_COAD_END"	"METHY_STAD_BETA"	"METHY_STAD_CHR"	"METHY_STAD_START"	"METHY_STAD_END"	"METHY_KIRP_BETA"	"METHY_KIRP_CHR"	"METHY_KIRP_START"	"METHY_KIRP_END"	"METHY_LAML_BETA"	"METHY_LAML_CHR"	"METHY_LAML_START"	"METHY_LAML_END"	"METHY_READ_BETA"	"METHY_READ_CHR"	"METHY_READ_START"	"METHY_READ_END"
"BACE1-AS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"BCAR4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"CCAT2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"CDKN2B-AS1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"EMX2OS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"GAS5"	"0.0224852080310919"	"1"	"173867864"	"173867865"	"0.0429760468022487"	"1"	"173867864"	"173867865"	"0.0159847918039047"	"1"	"173867864"	"173867865"	"0.0252912944547879"	"1"	"173867864"	"173867865"	"0.022026314273839"	"1"	"173867864"	"173867865"	"0.0241862074377128"	"1"	"173867864"	"173867865"	"0.0264839238393187"	"1"	"173867864"	"173867865"	"0.0235403852164609"	"1"	"173867864"	"173867865"	"0.0263498116042881"	"1"	"173867864"	"173867865"	"0.0235502867374917"	"1"	"173867864"	"173867865"	"0.0235120329679828"	"1"	"173867864"	"173867865"	"0.0265189503496179"	"1"	"173867864"	"173867865"
"GHET1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"H19"	"0.232585476136312"	"11"	"1999330"	"1999331"	"0.367321147912016"	"11"	"1999330"	"1999331"	"0.890217678884998"	"11"	"1999330"	"1999331"	"0.360920948063697"	"11"	"1999330"	"1999331"	"0.250902462449211"	"11"	"1999330"	"1999331"	"0.373650916405029"	"11"	"1999330"	"1999331"	"0.251865615102928"	"11"	"1999330"	"1999331"	"0.525209085187074"	"11"	"1999330"	"1999331"	"0.697975574021159"	"11"	"1999330"	"1999331"	"0.330739979550672"	"11"	"1999330"	"1999331"	"0.374160603191687"	"11"	"1999330"	"1999331"	"0.305233328990786"	"11"	"1999330"	"1999331"
"HOTAIR"	"0.293197115299294"	"12"	"53973466"	"53973467"	"0.0336847421907462"	"12"	"53973466"	"53973467"	"0.739830580910552"	"12"	"53973466"	"53973467"	"0.0470818510285593"	"12"	"53973466"	"53973467"	"0.742867928559431"	"12"	"53973466"	"53973467"	"0.140145050046454"	"12"	"53973466"	"53973467"	"0.223234077769274"	"12"	"53973466"	"53973467"	"0.638485876059155"	"12"	"53973466"	"53973467"	"0.0706251642515608"	"12"	"53973466"	"53973467"	"0.0726906069473749"	"12"	"53973466"	"53973467"	"0.0397509922052243"	"12"	"53973466"	"53973467"	"0.791151382979443"	"12"	"53973466"	"53973467"
"HULC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
